2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,3937,36,3,1,0,15
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,6778,178,9,1,2,65
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3592,25,0,1,1,8
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,3538,70,3,2,0,19
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,85720,1104,138,3,6,1079
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,5352,39,4,1,1,10
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2009,21,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5038,52,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12466,155,5,6,1,39
2026-03-21,完全無料・登録不要の単語特化サイト作りました。語源 x 認知言語学 x AI生成,122131,433,50,0,4,380
2026-03-20,発音を良くしたいなら、まず「聞き分け」から始めてください。25年分の研究をまとめ,3562,56,1,0,0,18
2026-03-20,スピーキング練習に使える「4/3/2」という方法があります。同じ話題を4分、3分,4636,70,3,0,1,28
2026-03-20,【レビューのお願い】  開発中の【記憶しない英単語】は 「語源」×「認知言語学」,4216,19,3,1,2,23
2026-03-19,英単語を覚えたのに翌日には忘れてる。それ、あなたのせいじゃないです。人間の脳は2,2086,28,1,2,0,6
2026-03-19,英語の発音は「口の形」で覚えようとしてる人、遠回りしてます。  実は発音がうまい,1288,14,0,0,0,5
2026-03-18,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。1日30分も要,5326,87,5,1,1,17
2026-03-18,英語のリスニング教材をゆっくり再生してる人、今すぐやめてください。遅い英語に慣れ,3753,41,1,1,1,9
2026-03-17,前置詞を丸暗記して挫折する人は多い。inは「中」、onは「上」と覚えても実際には,1139,12,0,2,1,2
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,51850,763,75,1,2,641
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,1945,44,6,0,0,7
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2079,23,0,1,0,9
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4481,77,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4316,37,3,1,0,15
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,6918,178,10,1,2,65
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3781,25,0,1,1,8
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,3751,71,4,2,1,19
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,139277,1139,143,3,8,1102
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,5522,39,4,1,2,10
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2033,21,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5072,52,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12510,155,5,6,1,39
2026-03-21,完全無料・登録不要の単語特化サイト作りました。語源 x 認知言語学 x AI生成,124483,433,51,0,4,386
2026-03-20,発音を良くしたいなら、まず「聞き分け」から始めてください。25年分の研究をまとめ,3655,56,1,0,1,18
2026-03-20,スピーキング練習に使える「4/3/2」という方法があります。同じ話題を4分、3分,4655,70,3,0,1,28
2026-03-20,【レビューのお願い】  開発中の【記憶しない英単語】は 「語源」×「認知言語学」,4233,19,3,1,2,23
2026-03-19,英単語を覚えたのに翌日には忘れてる。それ、あなたのせいじゃないです。人間の脳は2,2262,28,1,2,1,6
2026-03-19,英語の発音は「口の形」で覚えようとしてる人、遠回りしてます。  実は発音がうまい,1300,14,0,0,0,5
2026-03-18,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。1日30分も要,5341,87,5,1,1,17
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,1863,12,0,1,1,4
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2512,27,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,65993,918,106,1,2,785
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2439,53,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2143,24,0,1,0,9
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4541,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4353,38,3,1,0,15
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,6961,179,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3807,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,3781,72,5,2,1,19
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,154158,1146,147,3,8,1111
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,5560,40,4,1,2,10
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2044,21,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5091,53,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12524,157,5,6,1,39
2026-03-21,完全無料・登録不要の単語特化サイト作りました。語源 x 認知言語学 x AI生成,125809,434,52,0,4,389
2026-03-20,発音を良くしたいなら、まず「聞き分け」から始めてください。25年分の研究をまとめ,3665,57,1,0,1,18
2026-03-20,スピーキング練習に使える「4/3/2」という方法があります。同じ話題を4分、3分,4667,71,3,0,1,28
2026-03-20,【レビューのお願い】  開発中の【記憶しない英単語】は 「語源」×「認知言語学」,4238,20,3,1,2,23
2026-03-19,英単語を覚えたのに翌日には忘れてる。それ、あなたのせいじゃないです。人間の脳は2,2297,29,1,2,1,6
2026-03-28,独り言で英語を練習してる人、悪くはないけどベストじゃない。言語学者Swainは後,1983,22,0,0,2,8
2026-03-28,完全無料•登録不要の英語リーディングサイトを作りました。「単語も覚えた。文法も勉,23849,284,32,0,1,218
2026-03-27,英語学習は「インプット派 vs アウトプット派」で揉めがちですが、研究はとっくに,1251,19,0,1,1,5
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,2505,14,0,1,1,5
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2671,28,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,90107,932,109,1,3,799
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2478,52,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2161,23,0,1,0,8
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4569,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4380,36,3,1,0,14
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,6996,178,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3817,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,4284,74,6,2,1,20
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,156364,1147,147,3,8,1115
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,5582,40,4,1,2,10
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2049,22,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5104,53,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12543,157,5,6,1,39
2026-03-21,完全無料・登録不要の単語特化サイト作りました。語源 x 認知言語学 x AI生成,126529,434,51,0,4,387
2026-03-20,発音を良くしたいなら、まず「聞き分け」から始めてください。25年分の研究をまとめ,3670,57,1,0,1,18
2026-03-29,フォニックスを勉強してるのに発音が良くならない人、それフォニックス「だけ」やって,1287,20,2,0,1,4
2026-03-28,TOEIC対策で単語帳を最初のページから順番にやってる人、効率を損してます。語彙,2723,26,1,2,0,7
2026-03-28,独り言で英語を練習してる人、悪くはないけどベストじゃない。言語学者Swainは後,2427,28,0,0,2,10
2026-03-28,完全無料•登録不要の英語リーディングサイトを作りました。「単語も覚えた。文法も勉,35197,347,41,0,1,276
2026-03-27,英語学習は「インプット派 vs アウトプット派」で揉めがちですが、研究はとっくに,1413,19,0,1,1,5
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,2649,14,0,1,0,5
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2697,28,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,100871,935,108,1,3,804
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2496,52,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2179,23,0,1,0,8
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4591,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4395,36,3,1,0,14
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,7032,178,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3841,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,4473,74,6,2,1,20
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,157468,1147,147,3,8,1116
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,6089,44,5,1,2,11
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2058,22,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5124,53,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12563,156,5,6,1,39
2026-03-29,フォニックスを勉強してるのに発音が良くならない人、それフォニックス「だけ」やって,1297,20,2,0,1,4
2026-03-28,TOEIC対策で単語帳を最初のページから順番にやってる人、効率を損してます。語彙,2725,26,1,2,0,7
2026-03-28,独り言で英語を練習してる人、悪くはないけどベストじゃない。言語学者Swainは後,2430,28,0,0,2,10
2026-03-28,完全無料•登録不要の英語リーディングサイトを作りました。「単語も覚えた。文法も勉,35212,347,41,0,1,276
2026-03-27,英語学習は「インプット派 vs アウトプット派」で揉めがちですが、研究はとっくに,1414,19,0,1,1,5
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,2649,14,0,1,1,5
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2697,28,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,100888,935,108,1,3,804
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2498,52,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2179,23,0,1,0,8
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4591,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4395,36,3,1,0,14
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,7032,178,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3841,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,4473,74,6,2,1,20
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,157469,1147,147,3,8,1116
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,6090,44,5,1,2,11
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2058,22,0,1,1,2
2026-03-21,シャドーイングは上級者向けだと思っていませんか。実は研究で、初中級者ほど効果が大,5124,53,5,0,5,18
2026-03-21,「語彙力が足りない」と焦って難しい単語帳に手を出すのは間違いです。研究によると、,12563,156,5,6,1,39
2026-03-30,「シャドーイングはリスニング練習」と思ってる人、半分しかわかってない。研究でシャ,2620,47,3,0,2,19
2026-03-29,1日2時間の勉強より「30分を4回」に分けた方が記憶に残ります。これは分散学習効,5024,177,15,0,0,47
2026-03-29,フォニックスを勉強してるのに発音が良くならない人、それフォニックス「だけ」やって,1866,27,2,0,1,4
2026-03-28,TOEIC対策で単語帳を最初のページから順番にやってる人、効率を損してます。語彙,2902,28,1,2,0,8
2026-03-28,独り言で英語を練習してる人、悪くはないけどベストじゃない。言語学者Swainは後,2514,29,0,0,2,10
2026-03-28,完全無料•登録不要の英語リーディングサイトを作りました。「単語も覚えた。文法も勉,36499,347,41,0,1,278
2026-03-27,英語学習は「インプット派 vs アウトプット派」で揉めがちですが、研究はとっくに,1450,19,0,1,1,5
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,2670,14,0,1,1,5
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2713,28,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,102467,934,108,1,3,806
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2518,52,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2185,23,0,1,0,8
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4598,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4403,36,3,1,0,14
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,7052,178,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3849,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,4515,74,5,2,1,20
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,158130,1146,147,3,8,1114
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,6161,44,4,1,2,11
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2064,22,0,1,1,2
2026-03-30,「シャドーイングはリスニング練習」と思ってる人、半分しかわかってない。研究でシャ,2646,48,3,0,2,19
2026-03-29,1日2時間の勉強より「30分を4回」に分けた方が記憶に残ります。これは分散学習効,5357,202,18,0,0,52
2026-03-29,フォニックスを勉強してるのに発音が良くならない人、それフォニックス「だけ」やって,1870,27,2,0,1,4
2026-03-28,TOEIC対策で単語帳を最初のページから順番にやってる人、効率を損してます。語彙,2904,28,1,2,0,8
2026-03-28,独り言で英語を練習してる人、悪くはないけどベストじゃない。言語学者Swainは後,2515,29,0,0,2,10
2026-03-28,完全無料•登録不要の英語リーディングサイトを作りました。「単語も覚えた。文法も勉,36507,347,41,0,1,278
2026-03-27,英語学習は「インプット派 vs アウトプット派」で揉めがちですが、研究はとっくに,1452,19,0,1,1,5
2026-03-27,「間隔を空けて復習すればOK」は子どもの話です。研究レビューによると、子どもは間,2671,14,0,1,1,5
2026-03-26,フォニックスは子ども向けだと思ってませんか。ESL学習者を対象にした調査で、フォ,2713,28,1,0,0,7
2026-03-25,完全無料・登録不要の英単語サイトを作りました。読んで、選ぶだけ。たった15秒で語,102477,934,108,1,3,806
2026-03-25,「多読すれば語彙が増える」は半分正しくて半分間違い。研究では、テキストの95%以,2518,52,6,0,1,8
2026-03-25,発音練習で同じ教材ばかり聴いてる人、効率悪いです。メタ分析で、いろんな話者の声で,2185,23,0,1,0,8
2026-03-25,ビジネス英語で流暢さを目指してる人、優先順位を間違えてます。ネイティブが非ネイテ,4598,78,3,1,1,15
2026-03-24,テスト前に詰め込み学習してる人、永遠に身につきません。Duolingoの研究チー,4403,36,3,1,0,14
2026-03-24,英単語帳を眺めてるだけの人、一番覚えられない方法を選んでます。研究では「自分で使,7052,178,10,1,2,66
2026-03-23,「英語は子どものうちに始めないと手遅れ」と思ってる大人、完全に間違えてます。MI,3849,26,0,1,1,9
2026-03-23,英語学習が続かない人の9割は「やる気」じゃなく「量」を間違えてる。毎日2時間やろ,4515,74,5,2,1,20
2026-03-23,完全無料・登録不要の英文法サイトを作りました。英文法を暗記で乗り切ろうとする人、,158132,1146,147,3,8,1114
2026-03-22,リスニング教材をゆっくり再生してる人、今すぐやめてください。遅い音声に耳が慣れる,6161,44,4,1,2,11
2026-03-22,リスニングが苦手だからって「とにかくたくさん聴け」を信じてる人、今すぐやめてくだ,2064,22,0,1,1,2
